nombre comercial,direccion,código postal,zona,teléfono,fax,email,web,contacto,sector,actividad1,actividad2,lat,lon
"ARGUMOSA MOTOR","AV VALDELAPARRA (DE) 11",28100,"POLIGONO INDUSTRIAL",917793626 / 601026857,NO DISPONIBLE,"recepcion@argumosamotor.es","http://www.argumosamotor.es","LORENA PEREZ","","REPARACION DE AUTOMOVILES Y OTROS VEHICULOS A MOTOR. ITV","MECANICA, CHAPA Y PINTURA",40.53832946,-3.64538506
"ARJOSA GESTION DE OBRAS Y PROYECTOS. SL","CL ANTONIO MACHADO (DE) 28 LOCAL",28100,"CASCO URBANO",+34911828287,NO DISPONIBLE,"presupuestos@arjosa.es","http://www.arjosa.es","JOSE ANTONIO BUENO","","INMOBILIARIAS Y CONSTRUCTORAS","INMOBILIARIA Y CONSTRUCTORA, IMPERMIBILIZACIONES, CUBIERTAS",40.53870414,-3.63559172
"ARNEG ESPAÑA","AV INDUSTRIA (DE LA) 32 - PLANTA 2º OFIC 7",28108,"POLIGONO INDUSTRIAL",+34916572843,+34916619793,"arneg@arneg.es","http://www.arneg.es","RAQUEL FERRARI","","FRIO INDUSTRIAL","FRIO COMERCIAL",40.53412153,-3.65245488
"ARQUITECTURA Y GESTION","AV DOCTOR SEVERO OCHOA (DEL) 29 - 3ª PLANTA DESPACHO 4",28100,"PARQUE EMP. CASABLANCA",+34913449265,NO DISPONIBLE,"lquintana@arquitecturaygestion.com","http://www.arquitecturaygestion.com","LUIS QUINTANA","","ESTUDIOS DE DELINEACION, ARQUITECTURA, LICENCIAS DE APERTURA, URBANISMO Y DISEÑO. INGENIERIAS, PROYECTOS","ARQUITECTURA E INGIENERIA",40.54146460,-3.65239849
"ARROW ECS","AV EUROPA (DE) 21 1º PLANTA",28108,"PARQUE EMP. MORALEJA",917460220/ 917612151/653796705,+34917612120,"sonia.jadraque@arrow.com","http://www.arrowecs.es","SONIA JADRAQUE","","INFORMATICA","SERVICIOS TECNOLOGICOS E INFORMATICOS",40.51358608,-3.65794537
"ARROW ECS","AV EUROPA (DE) 21 1º PLANTA",28108,"PARQUE EMP. MORALEJA",917612151/917460220/917612121,+34917612120,"sonia.jadraque@arrow.com","http://www.arrowecs.es","SONIA JADRAQUE","","INFORMATICA","SERVICIOS TECNOLOGICOS E INFORMATICOS",40.51358608,-3.65794537
"ARROW IBERIA ELECTRONICA","AV EUROPA (DE) 21 1º PLANTA",28108,"PARQUE EMP. MORALEJA",+34917611139,NO DISPONIBLE,"sonia.jadraque@arrow.com","http://www.arrowecs.es","SONIA JADRAQUE","","INFORMATICA","SERVICIOS TECNOLOGICOS E INFORMATICOS",40.51358608,-3.65794537
"ARTTEC","AV DOCTOR SEVERO OCHOA (DEL) 29",28100,"PARQUE EMP. CASABLANCA",+34914905930,+34914905925,"info@grupobeer.com","http://www.grupobeer.com","CARLOS GUTIERREZ","","CONSTRUCCION. CONSERVACION DE EDIFICIOS. REFORMAS (ALBAÑILERIA,  PINTURA, PULIDOS, SOLADOS, ALICATADOS)","DISEÑO, SUPERVISION, EJECUCIÓN Y CONTROL DE REFORMAS EN INTERIOR DE INMUEBLES Y EMBARCACIONES",40.54146460,-3.65239849
"ARYAN COMUNICACIONES","AV INDUSTRIA (DE LA) 4 - EDIFICIO NATEA,  PORTAL 2  PLANTA 3ª",28108,"POLIGONO INDUSTRIAL",916574848 / 916374820,+34916614241,"aryan@aryan.es","http://www.aryan.es","PEDRO GONZALEZ","","MAYORISTAS","VENTA DE INFORMATICA",40.53543008,-3.64232167
"ARYS  DISEÑO Y CONSTRUCCION","AV DOCTOR SEVERO OCHOA (DEL) 47 3ª PTA.",28100,"PARQUE EMP. CASABLANCA",+34916532909,NO DISPONIBLE,"info@grupoarys.com","http://www.grupoarys.com","RAMON ROSALES JUEGA","","CONSTRUCCION. CONSERVACION DE EDIFICIOS. REFORMAS (ALBAÑILERIA,  PINTURA, PULIDOS, SOLADOS, ALICATADOS)","CONSTRUCCION",40.54041992,-3.65466504
"ASDEIDEAS","CL PRINCIPE (DEL) 2",28100,"CASCO URBANO",+34654825080,NO DISPONIBLE,"info@asdeideas.com","http://www.asdeideas.com","LUIS MIGUEL MARI","","GESTORES, ASESORES, CONSULTORES, INGENIEROS Y ADMINISTRACION DE FINCAS","DISEÑO WEB, DISEÑO GRAFICO, E-LEARNING",40.54400906,-3.64045365
"ASENTA  MANAGMENT CONSULTANTS","AV VEGA (DE LA) 1 - EDIFICIO 3 - 1ª",28100,"ARROYO DE LA VEGA",+34917480497,NO DISPONIBLE,"asenta@asenta.es","http://www.asenta.es","LUIS MAULEON","","GESTORES, ASESORES, CONSULTORES, INGENIEROS Y ADMINISTRACION DE FINCAS","CONSULTA Y ASESORAMIENTO SOBRE DIRECCIÓN Y GESTIÓN EMPRESARIAL",40.52433701,-3.63873734
"ASEPEYO","PS CHOPERA (DE LA) 28 - 30",28100,"CASCO URBANO",+34916610612,+34916612914,"alcobendas@asepeyo.es","http://www.asepeyo.es","CONSTANTINO LOBO","","SEGUROS GENERALES, MUTUAS DE ACCIDENTES","ACTIVIDAD SANITARIA DE ACCIDENTES DE TRABAJO",40.53850644,-3.63809080
"ASESVISION 3.0","CL PINTOR ROSALES (DEL) 7 - LOCAL",28100,"CASCO URBANO",637392583 / 912511012,NO DISPONIBLE,"fernando.ruiz@asesvision.com","http://www.asesvision.com","FERNANDO RUIZ","","SECTOR MEDICO, FARMACEUTICO Y OPTICO","VENTA AL POR MAYOR PRODUCTO USO O VENTA EN  OPTICAS O AFINES; VENTA AL POR MENOR DE GAFAS DE SOL Y AFINES",40.53823777,-3.63942926
"ASETYC","AV INDUSTRIA (DE LA) 36",28108,"POLIGONO INDUSTRIAL",+34902999872,+34916610089,"gema.ortega@dicomat-asetyc.com","http://www.asetyc.com","ALVARO MALLOL","","ELECTRICIDAD, ELECTRONICA, AUDIO Y TELECOMUNICACIONES","SOLUCIONES TÉCNICAS",40.53401929,-3.65310741
"ASITRADE","CL VALPORTILLO I (DE) 18",28108,"POLIGONO INDUSTRIAL",+34916638378,NO DISPONIBLE,"asitrade@asitrade.es","http://www.asitrade.es","OLIVIER","","MUEBLES, COLCHONERIA","MAYORISTA DE MUEBLES",40.53183551,-3.65385238
"ASOCIACION CULTURAL BLOCO DO BALIZA","CL SAN JOSE ARTESANO (DE) 7",28108,"POLIGONO INDUSTRIAL",+34659465600,NO DISPONIBLE,"guillermo247@gmail.com","http://www.blocodobaliza.com","GUILLERMO DIAZ PEREZ","","DISCOGRAFIA E INSTRUMENTOS MUSICALES. SALAS DE ENSAYO Y AUDICION","TALLER DE CREACION MUSICAL",40.52967383,-3.65474241
"ASTEC S.A","CL VALPORTILLO I (DE) 10",28108,"POLIGONO INDUSTRIAL",916610362 - 916617387,+34916617387,"comercial@astec.es","http://www.astec.es","JOSE MANUEL ASTORGA","","ELECTRICIDAD, ELECTRONICA, AUDIO Y TELECOMUNICACIONES","PROVEEDOR SERVICIOS TELEFONIA",40.53088418,-3.65381930
"ATAGUIA","CL SEPULVEDA (DE) 21",28108,"POLIGONO INDUSTRIAL",+34916613727,+34916614289,"ataguia@ataguia.es","http://www.ataguia.es","BELEN GARCIA","","FABRICACION, DISTRIBUCION Y ALQUILER DE SUMINISTROS A EMPRESAS","COMERCIALIZACION VALVULERIA INDUSTRIAL",40.52867862,-3.65430586
"ATECALSA","CL GRANJA (DE LA) 39 -BIS",28108,"POLIGONO INDUSTRIAL",+34917301411,NO DISPONIBLE,"atecalsa@atecalsa.com","http://www.atecalsa.com","YAGO CALDERON","","CLIMATIZACION: CALEFACCION - AIRE ACONDICIONADO Y CHIMENEAS","MANTENIMIENTO E INSTALACIÓN DE CALEFACCIÓN Y A/A",40.53435071,-3.65697764
"ATELIER DE PATISSERIE","CL REYES CATOLICOS (DE LOS) 6 NAVE 303",28108,"POLIGONO INDUSTRIAL",+34610550044,NO DISPONIBLE,"NO DISPONIBLE","http://www.rosalbalantero.com","ROSALBA","","PANADERIAS, PASTELERIAS, CHURRERIAS","INDUSTRIA DEL PAN, BOLLERÍA, PASTELERÍA Y GALLETAS",40.53652585,-3.65212849
"ATLAS GOURMET","CL GRANJA (DE LA) 100 - NAVE 7",28108,"POLIGONO INDUSTRIAL",+34913027576,+34917668027,"info@atlasgourmet.com","http://www.atlasgourmte.com","CARLOS ESCUDERO","","PRODUCCION Y DISTRIBUCION DE ALIMENTOS Y BEBIDAS","DISTRIBUCION DE PRODUCTOS ALIMENTICIOS",40.53609958,-3.65676806
"AUDATEX DATOS ESPAÑA","AV BRUSELAS (DE) 36 2º PLANTA",28100,"ARROYO DE LA VEGA",+34916572000,+34916612049,"audatexdatos@audatexdatos.es","http://www.audatexdatos.es","ANTONIO SANCHEZ","","INFORMATICA","DESARROLLO DE BASE DE DATOS",40.52930041,-3.64265580
"AUDATEX ESPAÑA","AV BRUSELAS (DE) 36 2º PLANTA",28100,"ARROYO DE LA VEGA",+34916572000,+34916624303,"audatex@audatex.es","http://www.audatex.es","Mª DOLORES CANTELAR / VIRGINIA DIAZ","","INFORMATICA","SISTEMA INFORMATICO PARA VALORACION DE DAÑOS EN AUTOMOVILES",40.52930041,-3.64265580
"AURGI","AV VALDELAPARRA (DE) 67",28100,"POLIGONO INDUSTRIAL",+34648616043,NO DISPONIBLE,"57jc@aurgi.com","http://www.aurgi.com","JUAN CARLOS RIVERO","","REPARACION DE AUTOMOVILES Y OTROS VEHICULOS A MOTOR. ITV","VENTA AL POR MENOR , REPARACCION AUTOMOVILES",40.53977437,-3.65335502
"AUTO MOTOR SPORT ALCOBENDAS","CL VALGRANDE (DE) 17",28108,"POLIGONO INDUSTRIAL",+34916614622,NO DISPONIBLE,"info@auto-motorsport.net","http://www.autohausmotorsport.es","ALBERTO CESPEDES","","REPARACION DE AUTOMOVILES Y OTROS VEHICULOS A MOTOR. ITV","MECANICA",40.53733102,-3.65088986
"AUTOCAB COMPUTER SYSTEM","AV INDUSTRIA (DE LA) 8 - EDIF  A PLANTA 3º",28108,"POLIGONO INDUSTRIAL",+34914905806,+34914905798,"rafael.sanchez@autocab.com","http://www.autocab.com","RAFAEL SANCHEZ MARTIN","","INFORMATICA","TEGNOLOGIAS DE INFORMACIÓN E INFORMATICA",40.53525212,-3.64306522
"AUTODERE INTERNACIONAL","CL SAN JOSE ARTESANO (DE) 5",28108,"POLIGONO INDUSTRIAL",916465120 / 910552079,NO DISPONIBLE,"autodereinternacional@gmail.com/info@autodere.com","NO DISPONIBLE","CONCHI DELGADO","","REPARACION DE AUTOMOVILES Y OTROS VEHICULOS A MOTOR. ITV","VENTA DE RECAMBIOS, REPARACION Y MANTENIMIENTO DE VEHICULOS INDUSTRIALES",40.52970768,-3.65549705
"AUTONOA","AV INDUSTRIA (DE LA) 32 -NAVE 29",28108,"POLIGONO INDUSTRIAL",+34916627183,NO DISPONIBLE,"fcoolivag@gmail.com","http://www.autonoa.es","FRANCISCO JAVIER OLIVA GARCIA","","REPARACION DE AUTOMOVILES Y OTROS VEHICULOS A MOTOR. ITV","TALLER DE VEHICULOS MULTIMARCA",40.53412153,-3.65245488
"AUTOS DRIVECAR","CL VALGRANDE (DE) 10 - NAVE1",28108,"POLIGONO INDUSTRIAL",+34916546951,+34916526469,"info@autosdrivecar.com","http://www.autosdrivecar.com","JULIAN FERNANDEZ SANCHEZ","","SERVICIOS DE TRANSPORTES, ALQUILER DE VEHICULOS Y GRUAS,  MENSAJERIA. MUDANZAS","AUTOMOVILES DE ALQUILER CON CONDUCTOR",40.53777491,-3.65095781
"AUTOTRECA","CR FUENCARRAL (DE) 18",28108,"POLIGONO INDUSTRIAL",+34918264026,NO DISPONIBLE,"comunicacion@autotreca.com","http://www.autotreca.seat","ENRIQUE CABEZAS","","VENTA DE VEHICULOS A MOTOR. CONCESIONARIO OFICIAL","VENTA VEHICULOS NUEVOS, USADOS Y REPARACION",40.51888227,-3.65470622
"AUXER","CL JOSE ECHEGARAY (DE) 14",28100,"PARQUE EMP. CASABLANCA",+34916629929,NO DISPONIBLE,"auxer@auxersl.es","http://www.auxer.es","JERONIMO ZAPATA","","SERVICIOS A LA PROPIA EMPRESA. COWORKING","MULTISERVICIOS A EMPRESAS",40.54240057,-3.65446836
"AVALON II","AV INDUSTRIA (DE LA) 53",28108,"POLIGONO INDUSTRIAL",+34915295729,NO DISPONIBLE,"a.b.diego@hotmail.com","NO DISPONIBLE","ANGEL","","BARES, CAFETERIAS, RESTAURANTES, HELADERIAS Y COMIDAS PREPARADAS","BAR , RESTAURANTE",40.53361781,-3.65620683
"AVANZA Y EMPRENDE","CL GRANJA (DE LA) 86",28108,"POLIGONO INDUSTRIAL",+34912990571,NO DISPONIBLE,"avanzayemprende@gmail.com","http://www.avanzayemprende.com","CONCHA","","GESTORES, ASESORES, CONSULTORES, INGENIEROS Y ADMINISTRACION DE FINCAS","CONSULTORIA Y ASESORIA",40.53538748,-3.65671522
"AVANZO","AV EUROPA (DE) 21 1ª PLANTA",28108,"PARQUE EMP. MORALEJA",914360270/914360273,+34914360283,"cristina.garcia@avanzo.com","http://www.avanzo.com","CRSITINA GARCIA","","GESTORES, ASESORES, CONSULTORES, INGENIEROS Y ADMINISTRACION DE FINCAS","CONSULTORIA TECNOLOGICA E -LEARNING",40.51358608,-3.65794537
"AVELLANAR INVERSIONES","AV EUROPA (DE) 21 BAJO IZQ. A",28108,"PARQUE EMP. MORALEJA",916624495 / 917049339,NO DISPONIBLE,"lidia@avellanar.com","http://www.avellanar.com","LIDIA ANDRES","","INMOBILIARIAS Y CONSTRUCTORAS","INMOBILIARIA",40.51358608,-3.65794537
"AVINILO","CL VALDEPALITOS (DE) 5 LOCAL NARANJA",28100,"CASCO URBANO",679191583/916 539 025,NO DISPONIBLE,"isanz@avinilo.com","http://www.avinilo.com","ISMAEL ZASCARRILLO","","ARTES GRAFICAS, IMPRENTA, ENCUADERNACION, FOTOCOPIAS","INSTALACION ROTULOS DE VINILO, SERIGRAFIA, DISEÑO GRAFICO",40.54758457,-3.64695691
"AXFLOW","AV INDUSTRIA (DE LA) 53",28108,"POLIGONO INDUSTRIAL",917291818 / 606356792,NO DISPONIBLE,"jalonso@axflow.es","http://www.axflow.com","JULIO ALONSO / MERCEDES CAMARA","","MATERIAL DE CONSTRUCCION, FONTANERIA.  SANEAMIENTOS, PUERTAS, ARMARIOS Y TOLDOS","SERVICIO DE INSTALACIÓN DE BOMBEO",40.53361781,-3.65620683
"AXIOMA ARQUITECTURA INTERIOR.","AV VALDELAPARRA (DE) 4 - NAVE 15",28100,"POLIGONO INDUSTRIAL",+34911999820,NO DISPONIBLE,"info@axiomaarquitectura.com","http://www.axiomaarquitectura.com","ANDRES HERRERA BARRIO","","CONSTRUCCION. CONSERVACION DE EDIFICIOS. REFORMAS (ALBAÑILERIA,  PINTURA, PULIDOS, SOLADOS, ALICATADOS)","REFORMA , CONSTRUCCION Y ARQITECTURA INTERIOR",40.53651893,-3.64164576
"AZABACHE","AV VALDELAPARRA (DE) 66",28100,"CASCO URBANO",+34620862436,NO DISPONIBLE,"consultingsowelusl@gmail.com","NO DISPONIBLE","ELENA NUÑEZ CANELLADA","","BARES, CAFETERIAS, RESTAURANTES, HELADERIAS Y COMIDAS PREPARADAS","BAR",40.54121345,-3.66050131
"AZELER","CL VALPORTILLO I (DE) 5 2º, A2",28108,"POLIGONO INDUSTRIAL",+34914841435,NO DISPONIBLE,"contacto@azeler.com","http://www.azelerecambios.com","MONICA GARCIA","","INFORMATICA","SW GESTION E INGENIERIA DE TELECOMUNICACIONES",40.53033366,-3.65403627
"AZLAN","AV VEGA (DE LA) 1 - EDIFICIO 2 PLANTA 2",28108,"ARROYO DE LA VEGA",+34914148300,+34914148301,"recepcion_alcobendas@techdata.es","http://www.techdata.es","SANTIAGO MENDEZ","","INFORMATICA","TECNOLOGIA DE LA INFORMACION",40.52433701,-3.63873734
"B | BRAUN","AV VALDELAPARRA (DE) 35",28100,"POLIGONO INDUSTRIAL",+34916615946,NO DISPONIBLE,"maria_jose.alvarez@bbraun.com","http://www.bbraun.es","MARIA JOSE ALVAREZ","","SECTOR MEDICO, FARMACEUTICO Y OPTICO","LABORATORIO FARMACEUTICO",40.53903122,-3.64953465
"BANCA MARCH","AV BRUSELAS (DE) 6",28100,"ARROYO DE LA VEGA",+34916572635,NO DISPONIBLE,"NO DISPONIBLE","http://www.bancamarch.es","NO DISPONIBLE","","SERVICIOS FINANCIEROS, CAJAS DE AHORRO Y BANCA","ENTIDAD BANCARIA",40.53122456,-3.63228077
"BANCO SANTANDER","PS ALCOBENDAS (DE) 10 -CC. EL BULEVAR DE LA MORALEJA",28109,"CASCO URBANO",916585072/916585138,NO DISPONIBLE,"3503@gruposantander.es","http://www.gruposantander.es","SUSANA","","SERVICIOS FINANCIEROS, CAJAS DE AHORRO Y BANCA","BANCO",40.52582365,-3.62977674
"BANCO SANTANDER","CL BEGONIA (DE) 113",28109,"CASCO URBANO",916507210 / 916507346,NO DISPONIBLE,"5334gruposantander.es","NO DISPONIBLE","ANA CARAZO / ISABEL MARTIN","","SERVICIOS FINANCIEROS, CAJAS DE AHORRO Y BANCA","NO DISPONIBLE",40.52120674,-3.64544467
"BANCO SANTANDER","PS CHOPERA (DE LA) 178",28100,"CASCO URBANO",+34916615018,NO DISPONIBLE,"3771@gruposantander.es","http://www.gruposantander.com","DULCE MARIA IGUALADOR BURGOS","","SERVICIOS FINANCIEROS, CAJAS DE AHORRO Y BANCA","BANCA",40.54544252,-3.65668250
"BANCO SANTANDER","CL CONSTITUCION (DE LA) 86",28100,"CASCO URBANO",+34916531037,NO DISPONIBLE,"5662@gruposantander.es","http://www.gruposantander.com","PABLO HERNANDEZ SANCHEZ","","SERVICIOS FINANCIEROS, CAJAS DE AHORRO Y BANCA","BANCA",40.54470926,-3.64089847
"BANCO SANTANDER","PZ MORALEJA (DE LA)",28109,"CASCO URBANO",+34916500245,NO DISPONIBLE,"3248@gruposantander.es","http://www.gruposantander.com","NO DISPONIBLE","","SERVICIOS FINANCIEROS, CAJAS DE AHORRO Y BANCA","BANCA",40.51561601,-3.65110092
"BANCO SANTANDER","AV OLIMPICA 9",28100,"CASCO URBANO",+34916611325,NO DISPONIBLE,"4450@gruposantander.es","NO DISPONIBLE","MANUEL CARRAZOSA MORENO","","SERVICIOS FINANCIEROS, CAJAS DE AHORRO Y BANCA","BANCA",40.53519185,-3.63681222
"BANCO SANTANDER","AV ZAPORRA (DE LA) 1",28100,"CASCO URBANO",916535211 / 916238072,NO DISPONIBLE,"4099@gruposantander.es","http://www.gruposantander.es","ESTER FERNANDEZ DIAZ","","SERVICIOS FINANCIEROS, CAJAS DE AHORRO Y BANCA","BANCA",40.54864739,-3.64334645
"BANG & OLUFSEN ESPAÑA S.A.","AV EUROPA (DE) 2 - PLANTA BAJA - B",28108,"PARQUE EMP. MORALEJA",+34916616575,+34916616576,"evi@bang-olufsen.dk","http://www.bang-olufsen.dk","JUAN JIMENEZ GONZALEZ","","ELECTRODOMESTICOS Y MAQUINAS DE COSER","COMERCIO  MAYOR DE PRODUCTOS ELECTRICOS Y ELECTRONICOS DE CONSUMO",40.51917121,-3.66181102
"BANKINTER","AV BRUSELAS (DE) 12",28108,"ARROYO DE LA VEGA",913397500 / 649847089,916234236 / 913397664,"isierra@bankinter.es","http://www.bankinter.com","ISMAEL SIERRA RUIZ / TERESA CHACON OTERO","","SERVICIOS FINANCIEROS, CAJAS DE AHORRO Y BANCA","ENTIDAD FINANCIERA",40.53161628,-3.63406546
"BANKINTER SEGUROS DE VIDA, S.A.","AV BRUSELAS (DE) 12",28108,"ARROYO DE LA VEGA",+34913397500,+34916579087,"isierra@bankinter.es","NO DISPONIBLE","ISMAEL SIERRA","","SEGUROS GENERALES, MUTUAS DE ACCIDENTES","SEGUROS",40.53161628,-3.63406546
"BAR RESTAURANTE VALGRANDE","CL VALGRANDE (DE) 5",28108,"POLIGONO INDUSTRIAL",+34916619734,NO DISPONIBLE,"valgranderestaurante@gmail.com","NO DISPONIBLE","ANGEL NUÑEZ CARRERA","","BARES, CAFETERIAS, RESTAURANTES, HELADERIAS Y COMIDAS PREPARADAS","BAR RESTAURANTE",40.53565484,-3.64839178
"BAR-RESTAURANTE EL ALTILLO","CL GRANJA (DE LA) 86",28108,"POLIGONO INDUSTRIAL",916618707 / 916617196,NO DISPONIBLE,"NO DISPONIBLE","NO DISPONIBLE","PABLO","","BARES, CAFETERIAS, RESTAURANTES, HELADERIAS Y COMIDAS PREPARADAS","BAR - RESTAURANTE",40.53538748,-3.65671522
"BAUSCH & LOMB","AV VALDELAPARRA (DE) 4",28108,"POLIGONO INDUSTRIAL",+34916576300,+34916614266,"raquel_morano@bausch.com","http://www.bausch.com","RAQUEL MORANO","","SECTOR MEDICO, FARMACEUTICO Y OPTICO","COMERCIALIZACIÓN DE PRODUCTOS Y MATERIAL OPTICO",40.53651893,-3.64164576
"BECKMAN COULTER","CL VALGRANDE (DE) 8 - EDIFICIO THANWORTH 2º PLANTA",28108,"POLIGONO INDUSTRIAL",+34917931193,NO DISPONIBLE,"jmunoz02@beckman.com","http://www.beckmancoulter.com","JULIO MUÑOZ","","SECTOR MEDICO, FARMACEUTICO Y OPTICO","DISTRIBUCION Y SOPORTE TECNICO DE INSTRUMENTOS BIOMEDICOS DE LABORATORIO",40.53707501,-3.65013897
"BERLYS","CL FRANCISCO GERVAS (DE) 1 EDIFICIO",28108,"POLIGONO INDUSTRIAL",+34916619937,NO DISPONIBLE,"rhumanos@berlyscorporacion.com","http://www.berlys.es","MARTA RODRIGUEZ","","PRODUCCION Y DISTRIBUCION DE ALIMENTOS Y BEBIDAS","COMERCIOY DISTRIBUCION DE MASAS CONGELADAS DE PANADERIA, PASTALERIA Y BOLLERIA",40.53042958,-3.65080103
"BERNAFON","CR FUENCARRAL (DE) 24 EDF. EUROPA I, PLANTA 3, PUERTA 4",28108,"POLIGONO INDUSTRIAL",+34916573586,NO DISPONIBLE,"info.es@bernafon.com","http://www.bernafon.com","SANDRA LOPEZ","","DISTRIBUCION DE DIVERSOS PRODUCTOS DE CONSUMO","DISTRIBUIDOR Y FABRICANTE DE AUDIFONOS",40.51888227,-3.65470622
"BERNARDO GUADALIX","CL VALPORTILLO I (DE) 7",28108,"POLIGONO INDUSTRIAL",+34916621384,+34916621384,"bernardoguadalix@yahoo.es","NO DISPONIBLE","JUAN GUADALIX","","MATERIAL DE CONSTRUCCION, FONTANERIA.  SANEAMIENTOS, PUERTAS, ARMARIOS Y TOLDOS","ALMACEN DE MATERIALES DE CONSTRUCCION- AZULEJOS Y PAVIMENTOS- CONTENEDORES",40.53086086,-3.65405459
"BESAM CRAWFORD","CL VALPORTILLO II (DE) 7 - 2º DERECHA",28108,"POLIGONO INDUSTRIAL",+34916601070,+34916614380,"eduardo.gimeno@assaabloy.com","http://www.besam.es","EDUARDO GIMENO","","MATERIAL DE CONSTRUCCION, FONTANERIA.  SANEAMIENTOS, PUERTAS, ARMARIOS Y TOLDOS","PUERTAS AUTOMATICAS Y SOLUCIONES DE ACCESO INTEGRALES",40.53343097,-3.65581250
"BETON CATALAN","CL VALGRANDE (DE) 24",28108,"POLIGONO INDUSTRIAL",912121300 / 916622869,NO DISPONIBLE,"ehurtado@betonc.com","http://www.betonc.com","ENRIQUE HURTADO MONTES","","SERVICIOS DE TRANSPORTES, ALQUILER DE VEHICULOS Y GRUAS,  MENSAJERIA. MUDANZAS","FABRICACION DE HORMIGON Y MORTERO",40.53879342,-3.65288118
"BETONICA CAPITAL S.L.U.","AV INDUSTRIA (DE LA) 8",28108,"POLIGONO INDUSTRIAL",+34916574138,NO DISPONIBLE,"carbal@carbal.es","NO DISPONIBLE","Mª AMPARO TRESEÑO GARCIA","","GESTORES, ASESORES, CONSULTORES, INGENIEROS Y ADMINISTRACION DE FINCAS","ADMINISTRACIÓN DE EMPRESAS",40.53505709,-3.64384932
"BG INTERIM MANAGEMENT","CL RAMON Y CAJAL (DE) 5",28100,"CENTRO DE EMPRESAS",+34644591032,NO DISPONIBLE,"borja.gilsanz@bgim.es","http://www.bgim.es","BORJA GILSANZ","","GESTORES, ASESORES, CONSULTORES, INGENIEROS Y ADMINISTRACION DE FINCAS","SOLUCIONES DE INTERIM MANAGEMENT Y DE DESARROLLO Y GESTIÓN DE PROYECTOS",40.54250148,-3.65225970
"BIBLIOTECA AUTORES CRISTIANOS","CL SAN RAFAEL (DE) 6 - NAVE 4 / 5",28108,"POLIGONO INDUSTRIAL",+34914840327,+34916617282,"pedidos.editoriales@conferenciaepiscopal.es","http://WWW.BAC-EDITORIAL.COM","LUIS ANGEL SOLER","","EDITORIALES","DISTRIBUCION DE LIBROS",40.52498499,-3.65938990
"BIO-RAD LABORATORIES","CL CALENDULA (DE LA) 95 - EDIFICIO M",28109,"MINI-PARC",+34915905200,NO DISPONIBLE,"pepa-garcia@bio_rad.com","http://www.bio.rad.com","CONSUELO LOPEZ","","SECTOR MEDICO, FARMACEUTICO Y OPTICO","COMERCIO AL POR MAYOR DE PRODUCTOS QUIMICOS",40.52792964,-3.64446628
"BITONCE","AV INDUSTRIA (DE LA) 8",28108,"POLIGONO INDUSTRIAL",+34916610977,NO DISPONIBLE,"carbal@carbal.es","NO DISPONIBLE","AMPARO TRECEÑO","","GESTORES, ASESORES, CONSULTORES, INGENIEROS Y ADMINISTRACION DE FINCAS","ADMINISTRACIÓN DE EMPRESAS",40.53505709,-3.64384932
"BLACK BOX COMUNICACIONES","AV INDUSTRIA (DE LA) 32",28108,"POLIGONO INDUSTRIAL",916590191 / 667423197,+34916239784,"alfonso.horno@gmail.com","http://www.blackbox.es","GERARDO GRASA","","ELECTRICIDAD, ELECTRONICA, AUDIO Y TELECOMUNICACIONES","TELECOMUNICACIONES, EQUIPOS INFORMATICOS Y ELECTRONICOS",40.53425345,-3.65158382
"BLASNESAN MOTOR","CL SAN BERNARDO (DE) 5",28108,"POLIGONO INDUSTRIAL",+34916617467,+34916626018,"blasnesan@gmail.com","NO DISPONIBLE","JUAN BLASCO","","REPARACION DE AUTOMOVILES Y OTROS VEHICULOS A MOTOR. ITV","TALLER DE REPARACION DE VEHICULOS",40.53580397,-3.64670708
"BMS TECHNOLOGIES","CL EINSTEIN (DE) 4 - BIS",28108,"POLIGONO INDUSTRIAL",916625753 / 629384763,+34916616200,"info@bmstec.net","http://www.bmstec.net","SONIA PASCUAL","","CLIMATIZACION: CALEFACCION - AIRE ACONDICIONADO Y CHIMENEAS","LIMPIEZA DE SISTEMAS DE CLIMATIZACION Y EXTRACCIONES DE COCINA",40.53428513,-3.65387728
"BOIRON S.I.H.","AV VALDELAPARRA (DE) 27 - EDIFICIO 3 NAVE 4",28108,"POLIGONO INDUSTRIAL",+34914840438,+34914840486,"nacha.torrecillas@boiron.es","http://www.boiron.es","NACHA TORRECILLAS","","SECTOR MEDICO, FARMACEUTICO Y OPTICO","DISTRIBUCION DE MEDICAMENTOS HOMEOPATICOS",40.53889230,-3.64696818
"BOLLHOFF","CL VALPORTILLO I (DE) 7 - A",28108,"POLIGONO INDUSTRIAL",+34916619188,+34916616764,"info_es@bollhoff.com","http://www.bollhoff.com/es","LETICIA PEÑA","","FERRETERIAS. MENAJE","IMPORTACION DISTRIBICION Y VENTA DE SISTEMAS Y ELEMENTOS DE FIJACION",40.53086086,-3.65405459
